Orden;Artículo;Descripción:;Descripción:;Dpto;Instalación;Oper;CBT;Última actividad;Fecha de creación
M134100;40366;Calibracion;BOND BLANCO 75 GRS 70X100;CONV;CL001;20;P;27/09/2025;13/02/2007
M134100;40366;Empaque;BOND BLANCO 75 GRS 70X100;CONV;MT002;30;P;27/09/2025;19/01/2013
M134130;49965;Armado De Bolsas;BOL S2 T-LINNER 90 MAN PLAN CJ;BOLS;BLS07;10;P;30/09/2025;12/08/2025
M134160;34965;Conversion;CART ZENITH GC1 FBB C16 45X75;CONV;CN605;10;P;30/09/2025;8/05/2019
M134160;34965;Gullotina/calibrado;CART ZENITH GC1 FBB C16 45X75;CONV;GL652;20;P;30/09/2025;28/06/2007
M134160;34965;Empaque;CART ZENITH GC1 FBB C16 45X75;CONV;MT002;30;P;30/09/2025;19/01/2013
M134170;54795;Corte A Rollos;ROLLO TERMICO 55 GR 80X250 IM;ROLL;RO400;10;P;30/09/2025;18/10/2006
M134170;54795;Preprensa;ROLLO TERMICO 55 GR 80X250 IM;PREP;PP002;20;C;30/09/2025;14/12/2012
M134200;SE000153;Guillotina;ENVOLTURA OFFS 75g  57 x 45 cm;CONV;GL652;10;4;22/09/2025;28/06/2007
M134230;59875;Corte A Rollos;RO 80 X 60 T/MICO 44gr FREE;ROLL;RO403;10;P;26/09/2025;24/05/2010
M134260;SE6163663;Impresion Bobinas;BOB PMA 8 1/2x7 CHQ BANCO AGRA;LIBR;IF003;10;4;30/09/2025;24/11/2014
M134260;SE6163663;Plegado;BOB PMA 8 1/2x7 CHQ BANCO AGRA;LIBR;FC156;20;4;30/09/2025;4/09/2012
M134260;SE6163663;Prerpensa;BOB PMA 8 1/2x7 CHQ BANCO AGRA;PREP;PP002;30;C;30/09/2025;14/12/2012
M134260;SE6163663;Impresion Bobinas;BOB PMA 8 1/2x7 CHQ BANCO AGRA;LIBR;FC010;40;4;30/09/2025;18/10/2006
M134260;SE6163663;Destrucción Material;BOB PMA 8 1/2x7 CHQ BANCO AGRA;LIBR;GL651;50;4;30/09/2025;17/01/2007
M134270;SE6263663;Impresion Bobinas;BOB SELF 8 1/2x7 CHQ BANCO AGR;LIBR;IF003;10;4;30/09/2025;24/11/2014
M134270;SE6263663;Plegado;BOB SELF 8 1/2x7 CHQ BANCO AGR;LIBR;FC156;20;4;30/09/2025;4/09/2012
M134270;SE6263663;Destrucción Material;BOB SELF 8 1/2x7 CHQ BANCO AGR;LIBR;GL651;30;4;30/09/2025;17/01/2007
M134280;56170;Conversion;CART ALLYKING IDEAL C12 70X74;CONV;CN606;10;P;30/09/2025;7/03/2023
M134280;56170; Calibrado;CART ALLYKING IDEAL C12 70X74;CONV;CL001;20;P;30/09/2025;13/02/2007
M134280;56170;Empaque;CART ALLYKING IDEAL C12 70X74;CONV;MT002;30;P;30/09/2025;19/01/2013
M134290;56170;Conversion;CART ALLYKING IDEAL C12 70X74;CONV;CN606;10;P;30/09/2025;7/03/2023
M134290;56170; Calibrado;CART ALLYKING IDEAL C12 70X74;CONV;CL001;20;P;30/09/2025;13/02/2007
M134290;56170;Empaque;CART ALLYKING IDEAL C12 70X74;CONV;MT002;30;P;30/09/2025;19/01/2013
M134320;56171;Hojeada;HJ 8 1/2 X 11 FCT EAAV OCT/25;FORM;FC012;10;P;29/09/2025;26/07/2010
M134320;56171;Preprensa;HJ 8 1/2 X 11 FCT EAAV OCT/25;PREP;PP001;20;C;29/09/2025;13/02/2007
M134380;SE000306;Conversion/seleccion;ECOL 65 gr 96 X 72,5 cm;CONV;CN603;10;4;30/09/2025;17/01/2007
M134380;SE000306;Calibrado Y Empaque;ECOL 65 gr 96 X 72,5 cm;CONV;MT002;20;4;30/09/2025;19/01/2013
M134440;SE000308;Conversion/seleccion;ECOL 65 gr 53 X 125,6 cm;CONV;CN603;10;4;24/09/2025;17/01/2007
M134440;SE000308;Calibrado Y Empaque;ECOL 65 gr 53 X 125,6 cm;CONV;MT002;30;4;24/09/2025;19/01/2013
M134470;12656;Conversion;ESMALTADO C2S 115 GR 60 X 90;CONV;CN603;10;P;30/09/2025;17/01/2007
M134470;12656;Guillotina;ESMALTADO C2S 115 GR 60 X 90;CONV;GL652;20;P;30/09/2025;28/06/2007
M134470;12656;Empaque;ESMALTADO C2S 115 GR 60 X 90;CONV;MT002;30;P;30/09/2025;19/01/2013
M134480;580;Conversion;ESMALTADO C2S 150 GR 70 X100;CONV;CN603;10;P;30/09/2025;17/01/2007
M134480;580;Guillotina;ESMALTADO C2S 150 GR 70 X100;CONV;GL652;20;P;30/09/2025;28/06/2007
M134480;580;Empaque;ESMALTADO C2S 150 GR 70 X100;CONV;MT002;30;P;30/09/2025;19/01/2013
M134490;56170;Conversion;CART ALLYKING IDEAL C12 70X74;CONV;CN606;10;P;30/09/2025;7/03/2023
M134490;56170; Calibrado;CART ALLYKING IDEAL C12 70X74;CONV;CL001;20;P;30/09/2025;13/02/2007
M134490;56170;Empaque;CART ALLYKING IDEAL C12 70X74;CONV;MT002;30;P;30/09/2025;19/01/2013
M134500;40;Conversion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CN603;10;P;25/09/2025;17/01/2007
M134500;40;Guillotina;BOND BLANCO A.B. 75gr 70 X 100;CONV;GL652;20;P;25/09/2025;28/06/2007
M134500;40;Empaque;BOND BLANCO A.B. 75gr 70 X 100;CONV;MT002;30;P;25/09/2025;19/01/2013
M134860;62943;Hojeado;HJ 8 1/2 X 11 FAC HOJA NATURAL;FORM;FC012;10;P;30/09/2025;26/07/2010
M134860;62943;Preprensa;HJ 8 1/2 X 11 FAC HOJA NATURAL;PREP;PP001;20;C;30/09/2025;13/02/2007
M134870;62286;Corte A Rollos;ROLLO 80 X 60 TERMICO IMPRESO;ROLL;RO408;10;P;30/09/2025;23/12/2019
M134870;62286;Preprensa;ROLLO 80 X 60 TERMICO IMPRESO;PREP;PP002;20;C;30/09/2025;14/12/2012
M134890;58956;Corte A Rollos;ROL 102 x 33 ELEC. DEL HUILA;ROLL;RO400;10;P;29/09/2025;18/10/2006
M134890;58956;Fajado;ROL 102 x 33 ELEC. DEL HUILA;EMPQ;MT001;20;P;29/09/2025;7/12/2006
M134890;58956;Preprensa;ROL 102 x 33 ELEC. DEL HUILA;PREP;PP002;30;C;29/09/2025;14/12/2012
M134970;SE500005;Bobinas Procesadas;BOB FORMAS 60 gr de 9 1/2 BCA;FORM;FC002;10;P;30/09/2025;18/10/2006
M134980;57602;Colectado De Formas;FC BCA 9 1/2 X 11 2P 60 gr;FORM;FC151;10;P;30/09/2025;18/10/2006
M135100;28874;Corte A Rollos;ROLLO TERMICO 80 X 200;ROLL;RO400;10;P;29/09/2025;18/10/2006
M135200;SE8159948;Troquelado;TROQ CARTULINA 225 GR 7 OZ P1;VASO;VAS01;10;4;29/09/2025;3/01/2023
M135220;57631;Plegado De Formas;FC RDA 10 5/8 X 11 1P 60 gr;FORM;FC007;10;P;29/09/2025;18/10/2006
M135650;SE300069;Troquelado De Sobres;TROQ ECOL 65 gr CARTA;SOT;ST300;10;4;30/09/2025;18/10/2006
M135670;SE7153416;Preprensa;BOB T-LINNER 135 gr 28*16*33;IFLE;IFX01;10;P;30/09/2025;14/12/2023
M136170;SE7141968;Bobinas Procesadas;BOB T-LINNER 90 gr 28*33*16;IFLE;IFX01;10;P;30/09/2025;14/12/2023
M136600;SE8262927;Troquelado;TROQ CARTULINA 225 GRS 7ON IMP;VASO;VAS01;10;4;30/09/2025;3/01/2023
M136680;SE8162927;Impresion Metros Lin;BOB CARTULINA 225 GRS 7 ON IMP;IFLE;IFX01;10;4;30/09/2025;14/12/2023
M136700;SE8263444;Troquelado;TROQ BOB CARTULINA 240 GR 12OZ;VASO;VAS01;10;4;30/09/2025;3/01/2023
M104050;28938;Corte A Rollos;ROL ANTIGRASO 35G 300*100 ROJO;ROLL;RO401;10;P;14/10/2025;18/10/2006
M104050;28938;Preprensa;ROL ANTIGRASO 35G 300*100 ROJO;PREP;PP002;20;C;14/10/2025;14/12/2012
M104070;28929;Corte A Rollos;ROL ANTIGRASO 35G 300*50 NEGRO;ROLL;RO401;10;P;14/10/2025;18/10/2006
M104070;28929;Preprensa;ROL ANTIGRASO 35G 300*50 NEGRO;PREP;PP002;20;C;14/10/2025;14/12/2012
M104090;28920;Corte A Rollos;ROL ANTIGRASO 35GR 300*50 ROJO;ROLL;RO401;10;P;23/10/2025;18/10/2006
M104090;28920;Preprensa;ROL ANTIGRASO 35GR 300*50 ROJO;PREP;PP002;20;C;23/10/2025;14/12/2012
M104100;SE728920;Bob Impresa Y Parafi;BOB PARAFINADO 35 GR ROL ROJO;IFLE;IFX01;10;P;11/10/2025;14/12/2023
M104350;28866;Hojeado;LAM ANTIGRASO 35 GR 25*25 ROJO;FORM;FC004;10;P;14/10/2025;18/10/2006
M104350;28866;Preprensa;LAM ANTIGRASO 35 GR 25*25 ROJO;PREP;PP002;20;C;14/10/2025;14/12/2012
M104350;28866;Fajado X 500;LAM ANTIGRASO 35 GR 25*25 ROJO;EMPQ;MT001;30;P;14/10/2025;7/12/2006
M104360;28875;Hojeado;LAM ANTIGRASO 35GR 25*25 NEGR0;FORM;FC004;10;P;14/10/2025;18/10/2006
M104360;28875;Preprensa;LAM ANTIGRASO 35GR 25*25 NEGR0;PREP;PP002;20;C;14/10/2025;14/12/2012
M104360;28875;Fajado X 500;LAM ANTIGRASO 35GR 25*25 NEGR0;EMPQ;MT001;30;P;14/10/2025;7/12/2006
M104440;SE728911;Bob Impresa Y Parafi;BOB PARAFINADO 35 GR LAM NEGRO;IFLE;IFX01;10;P;10/10/2025;14/12/2023
M104760;28965;Devolver/desactivar;BOLSA PAPAS ANTIGR14*14 FIGURA;FORM;FC004;10;P;23/10/2025;18/10/2006
M104760;28965;Colectado De Formas;BOLSA PAPAS ANTIGR14*14 FIGURA;FORM;FC150;20;P;23/10/2025;18/10/2006
M104760;28965;Fajado X 100;BOLSA PAPAS ANTIGR14*14 FIGURA;EMPQ;MT001;30;P;23/10/2025;7/12/2006
M104760;28965;Preprensa;BOLSA PAPAS ANTIGR14*14 FIGURA;PREP;PP002;40;C;23/10/2025;14/12/2012
M104760;28965;Huecos De Aliment.;BOLSA PAPAS ANTIGR14*14 FIGURA;FORM;FC004;50;P;23/10/2025;18/10/2006
M104770;SE728965;Bob Impresa Y Parafi;BOB PARAFINADO 45g BOLP FIGURA;IFLE;IFX01;10;P;16/10/2025;14/12/2023
M108120;SE2100001;Aplicacion Pirmer;PVC CAL 10 310 X 441mm PR 2PVC;TJTA;BA504;10;4;7/10/2025;6/12/2021
M121880;SE8159947;Troquelado;TROQ CARTULINA 225 GR 4 OZ P1;VASO;VAS01;10;4;7/10/2025;3/01/2023
M121890;59947;Armadora De Vasos;VASO 4 OZ CALIENTE BLANCO;VASO;VAS03;10;P;7/10/2025;3/01/2023
M122600;59918;Armad Bolsas;BOL1/6 MAN EN 30x17,5x43 CJ110;BOLS;BLS01;10;P;8/10/2025;12/10/2021
M122600;59918;Entorchado Y Pegado;BOL1/6 MAN EN 30x17,5x43 CJ110;BOLS;BLS05;20;P;8/10/2025;27/02/2023
M122600;59918;Revisión De Bolsas;BOL1/6 MAN EN 30x17,5x43 CJ110;EMPQ;MT001;30;P;8/10/2025;7/12/2006
M125680;59710;;RO 76 X 30 AMARILLO 54,5 gr;EMPQ;MT001;20;P;7/10/2025;7/12/2006
M125690;59705;;RO 57 X 30 T/MICO 55 gr;EMPQ;MT001;20;P;7/10/2025;7/12/2006
M127360;59572;;RO 80 X 60 T/MICO 48 gr S/BPA;EMPQ;MT001;20;P;7/10/2025;7/12/2006
M127380;37879;Bobinas Procesadas;FC FORMATO PAPEL PRODISPEL CAJ;FORM;FC007;10;4;17/10/2025;18/10/2006
M127380;37879;Colectado De Formas;FC FORMATO PAPEL PRODISPEL CAJ;FORM;FC150;20;P;17/10/2025;18/10/2006
M127380;37879;Libreta Licom;FC FORMATO PAPEL PRODISPEL CAJ;EMPQ;MT001;30;P;17/10/2025;7/12/2006
M128330;SE6150971;Impresion Bobinas;BOB PMA 90 8 1/2 x 7 CHQ;LIBR;IF003;10;4;20/10/2025;24/11/2014
M128330;SE6150971;Plegado;BOB PMA 90 8 1/2 x 7 CHQ;LIBR;FC156;20;4;20/10/2025;4/09/2012
M128330;SE6150971;Preprensa;BOB PMA 90 8 1/2 x 7 CHQ;PREP;PP002;30;C;20/10/2025;14/12/2012
M128330;SE6150971;Heat;BOB PMA 90 8 1/2 x 7 CHQ;LIBR;FC010;40;4;20/10/2025;18/10/2006
M128340;SE6250971;Impresion Bobinas;BOB SELF 60 8 1/2 x 7 CHQ;LIBR;IF003;10;4;23/10/2025;24/11/2014
M128340;SE6250971;Plegado;BOB SELF 60 8 1/2 x 7 CHQ;LIBR;FC156;20;4;23/10/2025;4/09/2012
M128400;39297;Rebobinado;ROLLO MARQUILLA CONVERSIÓN;FORM;FC002;10;4;7/10/2025;18/10/2006
M128400;39297;Corte A Rollos;ROLLO MARQUILLA CONVERSIÓN;ROLL;RO400;20;4;7/10/2025;18/10/2006
M128410;SE300011;Troquelado De Sobres;TROQ BOND 75 gr OFICIO;SOT;ST300;10;4;7/10/2025;18/10/2006
M128420;57279;Doblado De Sobres;SOT OFICIO BOND 75 gr;SOT;ST308;10;P;7/10/2025;25/09/2014
M128440;63200;Doblado De Sobres;SC 23,5 x15 BANCO FALABELLA;SDC;SC202;10;P;23/10/2025;13/03/2008
M128440;63200;Preprensa;SC 23,5 x15 BANCO FALABELLA;PREP;PP002;20;C;23/10/2025;14/12/2012
M128450;SE363200;Troquelada;TROQ BOND 75gr 23,5 x 15 CM;SOT;ST300;10;4;23/10/2025;18/10/2006
M128460;SE2163200;Imp. Plana;BOND 75gr 59,2 x 98 IMP 4:4;ILIT;IL504;10;4;23/10/2025;30/01/2010
M128970;14544;Corte A Rollos;ROLLO TCO 80 X 120 LITO 48g;ROLL;RO408;10;P;20/10/2025;23/12/2019
M129140;62793;Click Imp Matriz;FC 8 1/4 X 5 1/2 CHE GERENCIA;LIBR;IV002;10;C;23/10/2025;24/05/2016
M129140;62793;Impresion Kerning;FC 8 1/4 X 5 1/2 CHE GERENCIA;LIBR;IV003;20;4;23/10/2025;24/05/2016
M129140;62793;Imp Ibm Invisible;FC 8 1/4 X 5 1/2 CHE GERENCIA;LIBR;IV002;30;4;23/10/2025;24/05/2016
M129140;62793;Imp Ibm Azul;FC 8 1/4 X 5 1/2 CHE GERENCIA;LIBR;IV002;40;4;23/10/2025;24/05/2016
M129140;62793;Colectado;FC 8 1/4 X 5 1/2 CHE GERENCIA;LIBR;FC156;50;4;23/10/2025;4/09/2012
M129140;62793;Empaque;FC 8 1/4 X 5 1/2 CHE GERENCIA;LIBR;MT003;60;4;23/10/2025;11/10/2016
M129680;28307;Conversion;CART OPTIMA NAT 0.48mm 70X100;CONV;CN605;10;P;22/10/2025;8/05/2019
M129680;28307;Calibracion;CART OPTIMA NAT 0.48mm 70X100;CONV;CL001;20;P;22/10/2025;13/02/2007
M129680;28307;Empaque;CART OPTIMA NAT 0.48mm 70X100;CONV;MT002;30;P;22/10/2025;19/01/2013
M129930;SE7152592;Bobinas Procesadas;BOB EART110 gr 30*17,5 *43;IFLE;IFX01;10;P;8/10/2025;14/12/2023
M129950;52592;Armado De Bolsa;BOL 1/6 EARTH 110 GR MAN EN CJ;BOLS;BLS01;10;P;20/10/2025;12/10/2021
M129950;52592;Preprensa;BOL 1/6 EARTH 110 GR MAN EN CJ;PREP;PP002;20;C;20/10/2025;14/12/2012
M129950;52592;Pegado De Manijas;BOL 1/6 EARTH 110 GR MAN EN CJ;BOLS;BLS05;30;P;20/10/2025;27/02/2023
M129980;SE7152583;Bobinas Procesadas;BOB T-LINNER 90 gr 28*33*16;IFLE;IFX01;10;P;8/10/2025;14/12/2023
M129990;52583;Armado Bolsa;BOL S2 T-LINNER 90GR MAN EN CJ;BOLS;BLS03;10;P;24/10/2025;27/07/2022
M129990;52583;Preprensa;BOL S2 T-LINNER 90GR MAN EN CJ;PREP;PP002;20;C;24/10/2025;14/12/2012
M129990;52583;Pegadora Manijas;BOL S2 T-LINNER 90GR MAN EN CJ;BOLS;BLS05;30;P;24/10/2025;27/02/2023
M130360;SE7162852;Bobinas Procesadas;BOB EARTH T 110 gr 30*17,5 *43;IFLE;IFX01;10;P;8/10/2025;14/12/2023
M130370;62852;Armado De Bolsas;BOLSA FC30*17,5 *43 EARTH CAJ;BOLS;BLS01;10;P;24/10/2025;12/10/2021
M130370;62852;Preprensa;BOLSA FC30*17,5 *43 EARTH CAJ;PREP;PP002;20;C;24/10/2025;14/12/2012
M130380;SE7152809;Bobinas Procesadas;BOB T-LINNER 90 gr 27*38*17.5;IFLE;IFX01;10;P;21/10/2025;14/12/2023
M130390;52809;Armado Bolsa;BOL T-LINER ESP 90g MAN ENT CJ;BOLS;BLS07;10;P;21/10/2025;12/08/2025
M130390;52809;Preprensa;BOL T-LINER ESP 90g MAN ENT CJ;PREP;PP002;20;C;21/10/2025;14/12/2012
M130450;SE8152880;Impresion Metros Lin;BOB CARTUL 240GR 16 ONZ IMP P2;IFLE;IFX01;10;P;8/10/2025;14/12/2023
M130460;SE8252880;Troquelado;TROQ CARTUL 240GR 16OZ  IMP P2;VASO;VAS01;10;4;17/10/2025;3/01/2023
M130470;52880;Armado De Vasos;VASO 16 OZ FRIO IMPRESO;VASO;VAS02;10;P;22/10/2025;3/01/2023
M130470;52880;Preprensa;VASO 16 OZ FRIO IMPRESO;PREP;PP002;20;C;22/10/2025;14/12/2012
M132030;99782;Conversion;BOOK CREAM 70 X 100 55 gr;CONV;CN605;10;P;22/10/2025;8/05/2019
M132030;99782;Calibracion;BOOK CREAM 70 X 100 55 gr;CONV;CL001;20;P;22/10/2025;13/02/2007
M132030;99782;Empaque;BOOK CREAM 70 X 100 55 gr;CONV;MT002;30;P;22/10/2025;19/01/2013
M132520;59560;Despique;CARPETA 4 ALETAS No. 52;EMPQ;MT001;10;P;9/10/2025;7/12/2006
M132520;59560;Trqueladora Estampad;CARPETA 4 ALETAS No. 52;PLEG;PLG01;20;P;9/10/2025;23/02/2022
M132520;59560;Click Troquel;CARPETA 4 ALETAS No. 52;PLEG;PLG02;30;C;9/10/2025;15/03/2022
M132520;59560;Labor Manual;CARPETA 4 ALETAS No. 52;EMPQ;MT001;40;P;9/10/2025;7/12/2006
M132580;SE7162645;Bobinas Procesadas;BOB EARMJ T 110 gr 23.5*33*12;IFLE;IFX01;10;P;8/10/2025;14/12/2023
M132590;62645;Armado De Bolsas;BOL S1 110g MAN TROQ CAJ;BOLS;BLS01;10;P;24/10/2025;12/10/2021
M132590;62645;Preprensa;BOL S1 110g MAN TROQ CAJ;PREP;PP002;20;C;24/10/2025;14/12/2012
M132710;SE8118776;Impresion Metros Lin;BOB CARTULINA IMP 225GR 4OZ P1;IFLE;IFX01;10;P;8/10/2025;14/12/2023
M132720;SE8218776;Troquelado;TROQ CARTULINA IMP 225G 4OZ P1;VASO;VAS01;10;4;21/10/2025;3/01/2023
M132730;18776;Armado De Vasos;VASO 4 OZ CALIENTE IMP;VASO;VAS02;10;P;21/10/2025;3/01/2023
M132910;40;Conversion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CN606;10;P;21/10/2025;7/03/2023
M132910;40;Calibracion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CL001;20;P;21/10/2025;13/02/2007
M132910;40;Empaque;BOND BLANCO A.B. 75gr 70 X 100;CONV;MT002;30;P;21/10/2025;19/01/2013
M132930;57143;Doblado De Sobres;SC 23,4 X 12 OFICIO ANCHO 75gr;SDC;SC202;10;P;8/10/2025;13/03/2008
M132940;57100;Doblado De Sobres;SC 23,4x10,5 OFICIO ANGSTO 60;SDC;SC202;10;P;7/10/2025;13/03/2008
M132970;73388;Corte A Rollos;ROL 82 x40 QUIMICO 2P IMP LITO;ROLL;RO401;10;P;16/10/2025;18/10/2006
M132970;73388;Preprensa;ROL 82 x40 QUIMICO 2P IMP LITO;PREP;PP001;20;C;16/10/2025;13/02/2007
M132980;SE5173388;Bobinas Procesadas;BOB QUIM 55gr 82 X 40 2 PARTES;FORM;FC007;10;P;16/10/2025;18/10/2006
M133070;63239;Click Imp Ibm;FC 8 1/2 x 11 1P CHQ SKN;LIBR;IV002;10;C;23/10/2025;24/05/2016
M133070;63239;Impresion Kerning;FC 8 1/2 x 11 1P CHQ SKN;LIBR;IV003;20;4;23/10/2025;24/05/2016
M133070;63239;Imp Ibm Inv Amarilla;FC 8 1/2 x 11 1P CHQ SKN;LIBR;IV002;30;4;23/10/2025;24/05/2016
M133070;63239;Corte Bowe;FC 8 1/2 x 11 1P CHQ SKN;LIBR;FC155;40;4;23/10/2025;27/08/2007
M133070;63239;Revision Y Empaque;FC 8 1/2 x 11 1P CHQ SKN;LIBR;MT003;50;4;23/10/2025;11/10/2016
M133070;63239;Click Imp Laser;FC 8 1/2 x 11 1P CHQ SKN;LIBR;IV001;60;C;23/10/2025;24/05/2016
M133070;63239;Imp Ibm Inv Azul;FC 8 1/2 x 11 1P CHQ SKN;LIBR;IV002;70;4;23/10/2025;24/05/2016
M133070;63239;Impresión Láser;FC 8 1/2 x 11 1P CHQ SKN;LIBR;IV001;80;4;23/10/2025;24/05/2016
M133080;SE6163239;Impresion Bobinas;BOB PMA 8 1/2 x 11 CHQ SKN;LIBR;IF003;10;4;23/10/2025;24/11/2014
M133080;SE6163239;Plegado;BOB PMA 8 1/2 x 11 CHQ SKN;LIBR;FC156;20;4;23/10/2025;4/09/2012
M133080;SE6163239;Prerpensa;BOB PMA 8 1/2 x 11 CHQ SKN;PREP;PP002;30;C;23/10/2025;14/12/2012
M133080;SE6163239;Borrar;BOB PMA 8 1/2 x 11 CHQ SKN;LIBR;GL651;40;P;23/10/2025;17/01/2007
M133080;SE6163239;Destrucción Material;BOB PMA 8 1/2 x 11 CHQ SKN;LIBR;GL651;50;4;23/10/2025;17/01/2007
M133130;53849;Click;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA009;10;C;3/10/2025;27/03/2014
M133130;53849;Impresion 4:1;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA002;20;4;3/10/2025;24/07/2012
M133130;53849;Colectado;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA005;30;4;3/10/2025;24/07/2012
M133130;53849;Laminado;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA006;40;4;3/10/2025;24/07/2012
M133130;53849;Troquelado;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA007;50;4;3/10/2025;24/07/2012
M133130;53849;Revision Y Empaque;TAR 8.6x5.4 MEDIO DE PAGO C/B;EMPQ;MT001;60;4;3/10/2025;7/12/2006
M133380;SE8163148;Impresion Metros Lin;BOB CARTULINA 225 GRS LOS OLIV;IFLE;IFX01;10;4;8/10/2025;14/12/2023
M133390;SE8263148;Troquelado;TROQ CARTULIN 225GR 4 OZ P1 IM;VASO;VAS01;10;4;8/10/2025;3/01/2023
M133400;63148;Armado De Vasos;VASO 4 OZ CALIENTE LOS OLIVOS;VASO;VAS02;10;P;11/10/2025;3/01/2023
M133460;65181;Conversion;CART ZENITH GC1 FBB C16 70X100;CONV;CN606;10;P;7/10/2025;7/03/2023
M133460;65181; Calibrado;CART ZENITH GC1 FBB C16 70X100;CONV;CL001;20;P;7/10/2025;13/02/2007
M133460;65181;Empaque;CART ZENITH GC1 FBB C16 70X100;CONV;MT002;30;P;7/10/2025;19/01/2013
M133470;65181;Conversion;CART ZENITH GC1 FBB C16 70X100;CONV;CN606;10;P;7/10/2025;7/03/2023
M133470;65181; Calibrado;CART ZENITH GC1 FBB C16 70X100;CONV;CL001;20;P;7/10/2025;13/02/2007
M133470;65181;Empaque;CART ZENITH GC1 FBB C16 70X100;CONV;MT002;30;P;7/10/2025;19/01/2013
M133520;54371;Corte A Rollos;ROLLO 57 X 20 IMP TERMICO;ROLL;RO400;10;P;16/10/2025;18/10/2006
M133900;65182;Conversion;CART ZENITH GC1 FBB C18 70X100;CONV;CN606;10;P;7/10/2025;7/03/2023
M133900;65182; Calibrado;CART ZENITH GC1 FBB C18 70X100;CONV;CL001;20;P;7/10/2025;13/02/2007
M133900;65182;Empaque;CART ZENITH GC1 FBB C18 70X100;CONV;MT002;30;P;7/10/2025;19/01/2013
M133930;43482;Hojeado;HJ 8 1/2 X 11 PRE-FILTRO 2025;FORM;FC012;10;P;20/10/2025;26/07/2010
M133930;43482;Block X 100;HJ 8 1/2 X 11 PRE-FILTRO 2025;EMPQ;MT001;20;P;20/10/2025;7/12/2006
M133930;43482;Preprensa;HJ 8 1/2 X 11 PRE-FILTRO 2025;PREP;PP002;30;C;20/10/2025;14/12/2012
M133940;54516;Hojeado;HJ 8 1/2 X 11 FACT 2 LOTE 2025;FORM;FC012;10;P;20/10/2025;26/07/2010
M133940;54516;Preprensa;HJ 8 1/2 X 11 FACT 2 LOTE 2025;PREP;PP001;20;C;20/10/2025;13/02/2007
M133940;54516;Fajado X500;HJ 8 1/2 X 11 FACT 2 LOTE 2025;EMPQ;MT001;30;P;20/10/2025;7/12/2006
M133950;SE8154507;Impresion Metros Lin;BOB CARTUL 240GR 16 ONZ IMP P2;IFLE;IFX01;10;P;16/10/2025;14/12/2023
M133960;SE8254507;Troquelado;TROQ CARTUL 240GR 16OZ  IMP P2;VASO;VAS01;10;4;15/10/2025;3/01/2023
M133970;54507;Armado De Vasos;VASO 16 OZ FRIO IMPRESO;VASO;VAS02;10;P;22/10/2025;3/01/2023
M133970;54507;Preprensa;VASO 16 OZ FRIO IMPRESO;PREP;PP002;20;C;22/10/2025;14/12/2012
M133980;SE8163301;Impresión Metros Lin;BOB CARTULINA 240 GRS 9 ONZAS;IFLE;IFX01;20;4;22/10/2025;14/12/2023
M133990;SE8263301;Troquelado;TROQ BOB CARTULINA 240 GR 9OZ;VASO;VAS01;10;4;2/10/2025;3/01/2023
M134010;SE7163661;Bobinas Procesadas;BOB EARTH 110 gr 28*16*33;IFLE;IFX01;10;P;9/10/2025;14/12/2023
M134020;63661;Preprensa;BOLSA MAN ENT S2 EARTH 110 GR;PREP;PP002;10;C;23/10/2025;14/12/2012
M134020;63661;Armadora Bolsa;BOLSA MAN ENT S2 EARTH 110 GR;BOLS;BLS07;20;P;23/10/2025;12/08/2025
M134030;SE7163662;Bobinas Procesadas;BOB EARTH 110 gr  30*17,5 *43;IFLE;IFX01;10;P;9/10/2025;14/12/2023
M134040;63662;Armado De Bolsas;BOLSA MAN ENT 1/6 EARTH 110gr;BOLS;BLS07;10;P;23/10/2025;12/08/2025
M134040;63662;Preprensa;BOLSA MAN ENT 1/6 EARTH 110gr;PREP;PP002;20;C;23/10/2025;14/12/2012
M134150;29713;Armad Bolsas;BOLSA S2 T-LINNER 90 GR PACA;BOLS;BLS01;10;P;24/10/2025;12/10/2021
M134170;54795;Corte A Rollos;ROLLO TERMICO 55 GR 80X250 IM;ROLL;RO400;10;P;24/10/2025;18/10/2006
M134170;54795;Preprensa;ROLLO TERMICO 55 GR 80X250 IM;PREP;PP002;20;C;24/10/2025;14/12/2012
M134250;63663;Click Imp Laser;FC 8 1/2x7 CHQ BANCO AGRARIO;LIBR;IV001;10;C;23/10/2025;24/05/2016
M134250;63663;Impresion  Laser;FC 8 1/2x7 CHQ BANCO AGRARIO;LIBR;IV001;20;4;23/10/2025;24/05/2016
M134250;63663;Click Imp Matriz;FC 8 1/2x7 CHQ BANCO AGRARIO;LIBR;IV002;30;C;23/10/2025;24/05/2016
M134250;63663;Imp Ibm Invisible;FC 8 1/2x7 CHQ BANCO AGRARIO;LIBR;IV002;40;4;23/10/2025;24/05/2016
